70.958206,82.670685
61.31762,75.288635
86.98664,89.08933
87.319534,81.051025
79.60817,79.41156
82.34789,79.48444
85.25547,87.55165
83.38385,88.1375
72.50689,67.86548
84.864815,73.426445
71.42153,80.88942
94.35422,82.98797
83.06571,62.23008
79.545044,70.36837
93.1696,60.12126
71.1179,79.14776
61.010746,93.01551
80.18536,69.630806
68.38029,88.81306
77.94168,89.30305
77.805214,76.78367
71.26234,85.13227
89.30353,81.77311
70.58839,80.54038
94.56851,63.956245
78.21343,87.02361
77.13842,64.80728
75.77182,90.897026
92.92593,74.30961
70.10401,75.650635
86.68943,78.78398
72.26651,85.060295
79.81035,74.15456
29.848965,23.342926
56.338493,41.098732
39.47492,36.34201
26.211979,21.867756
38.254784,48.744026
23.20936,50.29201
40.567722,33.708496
36.742172,39.524765
33.475567,35.08581
45.47256,35.90776
25.873396,35.689335
38.026733,48.32437
19.70259,50.128365
37.054005,37.564075
39.078987,49.395565
29.71527,50.37735
35.317387,40.767956
30.732231,39.24039
38.47006,32.666164
69.53864,62.373123
68.87161,74.7418
56.951317,73.74798
61.362206,75.71525
73.6464,55.924534
60.13828,67.719086
62.082756,58.21078
62.32039,74.731155
59.98032,65.73011
57.361298,58.82921
60.116787,53.927856
58.25157,57.6529
55.292717,61.98502
61.919945,50.249393
66.052216,61.010117
46.321194,67.59065
53.500885,60.02663
64.44773,55.617794
71.508934,57.11541
58.4037,54.260296
60.78333,59.59794
59.337437,69.47354
50.735085,63.488537
55.09716,59.575657
61.981617,73.11088
55.70799,54.2003
55.03008,62.476147
73.99252,54.77157
53.61521,54.97686
49.36514,62.099514
68.80099,51.22087
55.326675,64.53238
64.287025,66.507866
50.830982,38.97017
59.42545,55.32426
20.039686,9.99468
19.238619,39.46422
22.865578,19.612461
12.34032,25.527391
14.235242,19.2604
16.165848,10.572217
11.359119,11.733163
13.89166,24.126305
27.234535,21.61021
25.206417,21.403818
16.230444,21.222507
